"","uid","namedLocation","domainID","siteID","plotID","plotType","pointID","startDate","boutNumber","eventID","pointCountMinute","targetTaxaPresent","taxonID","scientificName","taxonRank","vernacularName","observerDistance","detectionMethod","visualConfirmation","sexOrAge","clusterSize","clusterCode","identifiedBy","identificationHistoryID"
"399","c53a8be3-ec4c-4d14-8343-356348d8427c","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2017-06-27T12:34Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",25,"singing","No","Male",1,NA,"JRUEB",NA
"401","76f5e94b-e1e9-4ad1-9996-fa9e593a2456","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2017-06-27T12:34Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",40,"singing","No","Male",1,NA,"JRUEB",NA
"404","10f1fa28-02c2-4456-b94e-1f378112b591","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",8,"2017-06-27T12:34Z",1,"BRD.BART.2017.1",1,"Y","MODO","Zenaida macroura","species","Mourning Dove",80,"singing","No","Male",1,NA,"JRUEB",NA
"405","7c5213d9-fa57-4273-ba15-87c945cb3ca7","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",7,"2017-06-27T12:49Z",1,"BRD.BART.2017.1",2,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"409","3dc29fca-4905-4a86-aa83-1115ac981c82","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",7,"2017-06-27T12:49Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Male",1,NA,"JRUEB",NA
"410","ed4be0d9-37fc-48eb-9cbd-6682734388d9","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",7,"2017-06-27T12:49Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",25,"singing","No","Male",1,NA,"JRUEB",NA
"411","9af7c7e0-a836-4e8a-81c0-3651ba44c7ca","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",7,"2017-06-27T12:49Z",1,"BRD.BART.2017.1",1,"Y","UNWO","Picidae sp.","family",NA,15,"drumming","No","Unknown",1,NA,"JRUEB",NA
"415","3a607a3b-3a66-4428-a16b-86e010c9d638","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",4,"2017-06-27T13:13Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"417","696724d0-7818-43d5-ab80-760b11530516","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",4,"2017-06-27T13:13Z",1,"BRD.BART.2017.1",4,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",35,"singing","No","Male",1,NA,"JRUEB",NA
"418","626295c7-5eda-42ce-bfe1-1b8c374dea67","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",4,"2017-06-27T13:13Z",1,"BRD.BART.2017.1",2,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"419","e032d1ae-33b2-48f7-b534-ba1bbbfa9724","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",1,"2017-06-27T13:28Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"420","e79f7df5-67e8-43b6-83cb-e6f3b13fcf8b","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",1,"2017-06-27T13:28Z",1,"BRD.BART.2017.1",3,"Y","HETH","Catharus guttatus","species","Hermit Thrush",45,"singing","No","Male",1,NA,"JRUEB",NA
"425","abd4351d-ec2c-4103-bbb4-2367e82696de","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",1,"2017-06-27T13:28Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",10,"singing","No","Male",1,NA,"JRUEB",NA
"426","5574591e-6cd0-4d24-b444-ab591c6f3997","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",1,"2017-06-27T13:28Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",15,"singing","No","Male",1,NA,"JRUEB",NA
"427","a3a6e488-8514-444e-964e-7c6e26ccdb71","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",1,"2017-06-27T13:28Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"431","07652a98-3cc6-4421-9acd-76ffc8c9d89f","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",2,"2017-06-27T13:43Z",1,"BRD.BART.2017.1",2,"Y","VEER","Catharus fuscescens","species","Veery",20,"calling","No","Unknown",1,NA,"JRUEB",NA
"433","3e287592-d08e-40e0-a357-5c3d45c3db84","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",2,"2017-06-27T13:43Z",1,"BRD.BART.2017.1",2,"Y","DOWO","Picoides pubescens","species","Downy Woodpecker",35,"drumming","No","Unknown",1,NA,"JRUEB",NA
"434","94230128-7d1d-4d6d-b8d7-b7bfdf2578f9","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",2,"2017-06-27T13:43Z",1,"BRD.BART.2017.1",4,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Male",1,NA,"JRUEB",NA
"435","2afda883-1172-4260-91a1-6d7d6f36d45f","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",3,"2017-06-27T13:56Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"437","68702be3-35e0-4215-98f9-1a3018d343a0","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",3,"2017-06-27T13:56Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",25,"singing","No","Male",1,NA,"JRUEB",NA
"441","419c36bf-5602-4988-abee-953b41d432a5","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",3,"2017-06-27T13:56Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",15,"singing","No","Male",1,NA,"JRUEB",NA
"442","760badf3-bc46-43e6-9f54-f7051877d352","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",3,"2017-06-27T13:56Z",1,"BRD.BART.2017.1",4,"Y","VEER","Catharus fuscescens","species","Veery",45,"calling","No","Unknown",1,NA,"JRUEB",NA
"443","91bc91f6-f8e9-4f98-a312-6ad46719fc38","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",5,"2017-06-28T09:39Z",1,"BRD.BART.2017.1",3,"Y","SCTA","Piranga olivacea","species","Scarlet Tanager",35,"singing","No","Male",1,NA,"JRUEB",NA
"445","2f05985b-5c0e-4ac7-abc6-d98e66c1c313","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",5,"2017-06-28T09:39Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"446","858b83c2-fe46-4dc9-b7e5-194e0b17cfca","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",5,"2017-06-28T09:39Z",1,"BRD.BART.2017.1",1,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"447","4fea60ba-a624-46b6-bd69-8e5748661a0a","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",5,"2017-06-28T09:39Z",1,"BRD.BART.2017.1",2,"Y","DOWO","Picoides pubescens","species","Downy Woodpecker",40,"calling","No","Unknown",1,NA,"JRUEB",NA
"452","c817f6d7-e74b-4ae2-96ab-7b0fa721ad21","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",6,"2017-06-28T09:52Z",1,"BRD.BART.2017.1",3,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",40,"singing","No","Male",1,NA,"JRUEB",NA
"454","ba9fa4f4-0b26-402b-8bdc-b658442f1acb","BART_012.birdGrid.brd","D01","BART","BART_012","distributed",6,"2017-06-28T09:52Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",35,"singing","No","Male",1,NA,"JRUEB",NA
"456","6c19d000-b5bb-46a2-8ace-31dfca8e5bf6","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",1,"2017-06-28T10:27Z",1,"BRD.BART.2017.1",3,"Y","GCFL","Myiarchus crinitus","species","Great Crested Flycatcher",40,"calling","No","Unknown",1,NA,"JRUEB",NA
"457","3f4d7cf7-ab14-471c-b34d-96d454fd43f0","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",1,"2017-06-28T10:27Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",40,"singing","No","Male",1,NA,"JRUEB",NA
"458","78c7236a-0dba-4d58-abfd-4880bce592c1","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",1,"2017-06-28T10:27Z",1,"BRD.BART.2017.1",4,"Y","RBWO","Melanerpes carolinus","species","Red-bellied Woodpecker",35,"calling","No","Unknown",1,NA,"JRUEB",NA
"459","82b44478-8d01-4bba-94c3-2a4f5d39ff7b","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",1,"2017-06-28T10:27Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",25,"singing","No","Male",1,NA,"JRUEB",NA
"462","3bde7024-1a53-40cd-ada0-7e98ea8c2f98","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",1,"2017-06-28T10:27Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",35,"singing","No","Male",1,NA,"JRUEB",NA
"463","62de4d87-ccf1-48a9-b7a9-860b296e7e70","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",1,"2017-06-28T10:27Z",1,"BRD.BART.2017.1",4,"Y","AMRE","Setophaga ruticilla","species","American Redstart",30,"singing","No","Male",1,NA,"JRUEB",NA
"464","e6446ed4-c26e-43f7-8ed5-4133ff181c22","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",1,"2017-06-28T10:27Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",40,"singing","No","Male",1,NA,"JRUEB",NA
"465","9c44c387-a6de-4c5f-9c1f-a6cd791edb72","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",1,"2017-06-28T10:27Z",1,"BRD.BART.2017.1",2,"Y","BHVI","Vireo solitarius","species","Blue-headed Vireo",30,"singing","No","Male",1,NA,"JRUEB",NA
"466","a57096cb-296c-44a0-9c17-b027e132f460","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",4,"2017-06-28T10:42Z",1,"BRD.BART.2017.1",1,"Y","RBWO","Melanerpes carolinus","species","Red-bellied Woodpecker",35,"calling","No","Unknown",1,NA,"JRUEB",NA
"468","32e3837a-dc07-4c6d-b088-866f40c183db","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",4,"2017-06-28T10:42Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",25,"singing","No","Male",1,NA,"JRUEB",NA
"470","744869b2-2d43-4ac1-8ff2-ed38782c8fa3","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",4,"2017-06-28T10:42Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",20,"singing","No","Male",1,NA,"JRUEB",NA
"471","3bfab3f7-8014-434f-9645-87093d7cb97e","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",4,"2017-06-28T10:42Z",1,"BRD.BART.2017.1",1,"Y","YTVI","Vireo flavifrons","species","Yellow-throated Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"472","abcf9b3f-763f-4eda-934b-738deb2b9605","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",4,"2017-06-28T10:42Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",30,"singing","No","Male",1,NA,"JRUEB",NA
"473","3a78edbc-7ca1-4e14-9e98-b65f73d3860b","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",4,"2017-06-28T10:42Z",1,"BRD.BART.2017.1",3,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"476","fb67c6e2-c328-49ba-a7a4-26255c145955","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",7,"2017-06-28T10:56Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",40,"singing","No","Male",1,NA,"JRUEB",NA
"478","dc8ff431-b93c-4a41-bc90-a581e7b166b9","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",7,"2017-06-28T10:56Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Male",1,NA,"JRUEB",NA
"479","a3c6e8a1-954c-40ab-97e4-7993f685e8f4","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",7,"2017-06-28T10:56Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",15,"singing","No","Male",1,NA,"JRUEB",NA
"480","bc0f15c6-f088-4571-b7a6-c7fc9fd455c0","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",7,"2017-06-28T10:56Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",25,"singing","No","Male",1,NA,"JRUEB",NA
"482","42e95fe3-3e2d-4f78-9b9d-c34952ce7a9f","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",7,"2017-06-28T10:56Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"487","9aa5bd05-9593-4202-9a9e-357227392b6c","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",8,"2017-06-28T11:09Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",45,"singing","No","Male",1,NA,"JRUEB",NA
"489","d037656e-e440-4931-b393-0df42e6dd1b7","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",8,"2017-06-28T11:09Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",20,"singing","No","Male",1,NA,"JRUEB",NA
"490","835502aa-5329-4c88-a1d3-93d760377aea","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",8,"2017-06-28T11:09Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",20,"singing","No","Male",1,NA,"JRUEB",NA
"491","11f7e53f-c3c4-491c-8695-fab4f64a3029","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",8,"2017-06-28T11:09Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",60,"singing","No","Male",1,NA,"JRUEB",NA
"494","209c097d-5238-4010-a52c-3c312bd00f42","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",8,"2017-06-28T11:09Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",25,"singing","No","Male",1,NA,"JRUEB",NA
"495","d922ffc4-4252-4f9f-b1a6-04b5d873f64f","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",8,"2017-06-28T11:09Z",1,"BRD.BART.2017.1",2,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",25,"singing","No","Male",1,NA,"JRUEB",NA
"497","17b0fe34-f9ea-4028-a4e7-43d516f02a75","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",9,"2017-06-28T11:22Z",1,"BRD.BART.2017.1",2,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"498","98d69bc6-e54e-4ece-a9e0-b33b58732c3c","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",9,"2017-06-28T11:22Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"499","5264bffc-9559-4b75-bbfc-fba689ed573f","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",9,"2017-06-28T11:22Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",35,"singing","No","Male",1,NA,"JRUEB",NA
"500","b05a3b5d-7b0a-4a49-958f-2e40a4ad864d","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",9,"2017-06-28T11:22Z",1,"BRD.BART.2017.1",1,"Y","AMRE","Setophaga ruticilla","species","American Redstart",25,"calling","No","Unknown",1,NA,"JRUEB",NA
"502","28d206a2-4c00-46e5-b391-fc346af949cf","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",9,"2017-06-28T11:22Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"503","75d588f5-2b3a-4733-be0f-8b00cc6bd93e","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",9,"2017-06-28T11:22Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",35,"singing","No","Male",1,NA,"JRUEB",NA
"507","f7edcc50-6613-4f24-827d-8cf1969787ab","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",5,"2017-06-28T11:39Z",1,"BRD.BART.2017.1",1,"Y","AMRE","Setophaga ruticilla","species","American Redstart",30,"singing","No","Male",1,NA,"JRUEB",NA
"509","89961ad1-4bb5-433b-9fba-aebcd8ff54ee","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",5,"2017-06-28T11:39Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",60,"singing","No","Male",1,NA,"JRUEB",NA
"510","b301f548-c5ed-4f3e-bac0-622c3c293c5b","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",5,"2017-06-28T11:39Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",40,"singing","No","Male",1,NA,"JRUEB",NA
"511","3e9915c3-7bfc-472b-9355-c88743e43477","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",5,"2017-06-28T11:39Z",1,"BRD.BART.2017.1",6,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",25,"singing","No","Male",1,NA,"JRUEB",NA
"512","f945c747-3b05-4254-b726-7ca437fae752","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",5,"2017-06-28T11:39Z",1,"BRD.BART.2017.1",5,"Y","YBSA","Sphyrapicus varius","species","Yellow-bellied Sapsucker",25,"calling","No","Unknown",1,NA,"JRUEB",NA
"514","374ee10c-1e63-4462-969c-b3d1dc1be14a","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",5,"2017-06-28T11:39Z",1,"BRD.BART.2017.1",1,"Y","BHVI","Vireo solitarius","species","Blue-headed Vireo",20,"singing","No","Male",1,NA,"JRUEB",NA
"515","b115192e-831d-4077-ac08-27434585d53b","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",6,"2017-06-28T11:54Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",35,"singing","No","Male",1,NA,"JRUEB",NA
"516","8b23ca22-739e-4d0d-a756-9c9f8a11c130","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",6,"2017-06-28T11:54Z",1,"BRD.BART.2017.1",4,"Y","AMRE","Setophaga ruticilla","species","American Redstart",30,"singing","No","Male",1,NA,"JRUEB",NA
"517","3cc6fd55-5cf4-447b-86a3-3fd0231c2d33","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",6,"2017-06-28T11:54Z",1,"BRD.BART.2017.1",4,"Y","AMRE","Setophaga ruticilla","species","American Redstart",30,"singing","No","Male",1,NA,"JRUEB",NA
"518","40caf56d-2a7a-446d-9672-366064a953ee","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",6,"2017-06-28T11:54Z",1,"BRD.BART.2017.1",3,"Y","YRWA","Setophaga coronata","species","Yellow-rumped Warbler",15,"calling","Yes","Unknown",1,NA,"JRUEB",NA
"519","7106308a-1c44-4ab2-9023-ebc3a27af1e7","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",6,"2017-06-28T11:54Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",20,"singing","No","Male",1,NA,"JRUEB",NA
"520","a06a0b17-313a-4f00-be29-5ca539b32dea","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",6,"2017-06-28T11:54Z",1,"BRD.BART.2017.1",3,"Y","YRWA","Setophaga coronata","species","Yellow-rumped Warbler",28,"calling","Yes","Unknown",1,NA,"JRUEB",NA
"521","52c77f42-1823-49bb-9208-586a13a26b72","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",6,"2017-06-28T11:54Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",20,"singing","No","Male",1,NA,"JRUEB",NA
"523","5875b188-302a-40a3-b0a2-d61aa37fcbe6","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",6,"2017-06-28T11:54Z",1,"BRD.BART.2017.1",1,"Y","GCKI","Regulus satrapa","species","Golden-crowned Kinglet",25,"singing","No","Male",1,NA,"JRUEB",NA
"526","8ebc6986-ed19-486a-9bbd-4688b5a51643","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",6,"2017-06-28T11:54Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",40,"singing","No","Male",1,NA,"JRUEB",NA
"527","e0b80d53-9770-40f1-acb3-af84960aba64","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",3,"2017-06-28T12:10Z",1,"BRD.BART.2017.1",2,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",20,"calling","Yes","Female",1,NA,"JRUEB",NA
"531","c2585dda-c715-4d54-b214-6f87c0f5fca6","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",3,"2017-06-28T12:10Z",1,"BRD.BART.2017.1",2,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",15,"calling","Yes","Male",1,NA,"JRUEB",NA
"532","b21ae67a-a7af-4cfa-aa05-6fca7a747648","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",3,"2017-06-28T12:10Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"533","322ad693-de38-4472-a6de-a071421d9755","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",3,"2017-06-28T12:10Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",40,"singing","No","Male",1,NA,"JRUEB",NA
"534","916d69d0-fd6b-43c5-a990-49d28cd2b8a2","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",3,"2017-06-28T12:10Z",1,"BRD.BART.2017.1",3,"Y","SWTH","Catharus ustulatus","species","Swainson's Thrush",25,"singing","No","Male",1,NA,"JRUEB",NA
"538","6d79b425-2859-4854-8f99-760969976fa4","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",3,"2017-06-28T12:10Z",1,"BRD.BART.2017.1",4,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",40,"singing","No","Male",1,NA,"JRUEB",NA
"539","fc1767e4-e8db-4988-9358-b66a8fdd1ca0","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",3,"2017-06-28T12:10Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",30,"singing","No","Male",1,NA,"JRUEB",NA
"540","0c65eb1e-21fa-416d-81fb-6e756c9a89f5","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",3,"2017-06-28T12:10Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",35,"singing","No","Male",1,NA,"JRUEB",NA
"541","be813275-7604-4850-a4ff-4e4790b97468","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",2,"2017-06-28T12:25Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",20,"singing","No","Male",1,NA,"JRUEB",NA
"542","05c87a5e-f0b5-4d55-9bf3-fdb8c6630990","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",2,"2017-06-28T12:25Z",1,"BRD.BART.2017.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",20,"singing","No","Male",1,NA,"JRUEB",NA
"543","1cd0a26c-209c-4499-929a-174befea2566","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",2,"2017-06-28T12:25Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",15,"singing","No","Male",1,NA,"JRUEB",NA
"544","2a072468-5610-447c-98e7-588d25bcfe23","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",2,"2017-06-28T12:25Z",1,"BRD.BART.2017.1",3,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",40,"calling","No","Unknown",1,NA,"JRUEB",NA
"545","a6d6c5bb-5b83-4716-a231-0d5e08129ba0","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",2,"2017-06-28T12:25Z",1,"BRD.BART.2017.1",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",60,"singing","No","Male",1,NA,"JRUEB",NA
"546","8b9d22d5-4cbe-4769-ad8b-b0343daeae03","BART_004.birdGrid.brd","D01","BART","BART_004","distributed",2,"2017-06-28T12:25Z",1,"BRD.BART.2017.1",2,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",25,"calling","No","Unknown",1,NA,"JRUEB",NA
"550","e4fb4e12-5cc3-424d-9c0f-a3bb144d2e55","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",7,"2017-06-28T13:20Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",35,"singing","No","Male",1,NA,"JRUEB",NA
"551","d296e807-0504-43f1-bb93-c68b6d57c42f","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",7,"2017-06-28T13:20Z",1,"BRD.BART.2017.1",1,"Y","SCTA","Piranga olivacea","species","Scarlet Tanager",20,"singing","No","Male",1,NA,"JRUEB",NA
"554","5c6deb4b-740f-4539-8958-b5693282a85f","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",7,"2017-06-28T13:20Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",30,"singing","No","Male",1,NA,"JRUEB",NA
"556","bcd9bc23-2a1d-42d8-893b-78177b9532f3","BART_003.birdGrid.brd","D01","BART","BART_003","distributed",8,"2017-06-28T13:38Z",1,"BRD.BART.2017.1",1,"Y","BHVI","Vireo solitarius","species","Blue-headed Vireo",35,"singing","No","Male",1,NA,"JRUEB",NA
